src,tgt
C1=C2C(=NC3(CC[NH+](CC(C)C)CC3)N2C(C)=O)c2c(c(O)c(C)c3c2C(O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)CC)O3)C1=O,*C1=C2C(=NC3(CC[NH+](CC(C)C)CC3)N2C(C)=O)c2c(c(O)c(C)c3c2C(O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(*)C)O3)C1=O
CC[NH2+]CCN(C)Cc1ccc(C[NH2+]Cc2ccncc2)cc1,*CC[NH2+]CCN(C*)Cc1ccc(C[NH2+]Cc2ccncc2)cc1
C(CC(C)C)C(=O)NC(C=O)CCC(=O)NOCCCCCCc1cccc(Cl)c1,*C(CC(C)C)C(=O)NC(C=O)CCC(=O)NOCCCCCC(*)c1cccc(Cl)c1
C(=O)CCN1CC[NH+](CCC(=O)Nc2ccc(CC(NS(=O)(=O)Cc3ccccc3)C(=O)NCC(=O)NCc3ccc(C(N)=[NH2+])cc3)cc2)CC1,*C(=O)CCN1CC[NH+](CCC(=O)Nc2ccc(CC(NS(=O)(=O)Cc3ccccc3)C(=O)NC(*)C(=O)NCc3ccc(C(N)=[NH2+])cc3)cc2)CC1
COCCOCCN(CCOC)c1nc(F)nc(-c2c3ccccc3c3sc4ccccc4n23)n1,*COCCOCCN(CCOC*)c1nc(F)nc(-c2c3ccccc3c3sc4ccccc4n23)n1
CC1NC(=O)C(CC(C)C)NC(=O)C2CSSCC(NC(=O)C(C(C)C)NC(=O)CNC(=O)C(C(C)C)NC(=O)CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCNC(N)=[NH2+])NC1=O)C(=O)NC(C(C)CC)C(=O)NC1CSSCC(NC(=O)C(Cc3ccccc3)NC(=O)CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C(C)O)NC1=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N2,*CC1NC(=O)C(CC(C)C)NC(=O)C2CSSCC(NC(=O)C(C(C)C)NC(=O)C(*)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCNC(N)=[NH2+])NC1=O)C(=O)NC(C(C)CC)C(=O)NC1CSSCC(NC(=O)C(Cc3ccccc3)NC(=O)CNC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C(C)O)NC1=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N2
C(=O)NC(CC(=O)[O-])C(=O)NCC(=O)NC(CO)C(=O)NC(C(=O)NC(CC(=O)c1ccccc1N)C(=O)OC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1cc(-c2ccc(OCCCCCC)cc2)cs1)C(=O)NCC(=O)NC(CCC[NH3+])C(=O)NCCC(=O)[O-])C(C)CC(=O)[O-],*C(=O)NC(CC(=O)[O-])C(=O)NCC(=O)NC(CO)C(=O)NC(C(=O)NC(CC(=O)c1ccccc1N)C(=O)OC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1cc(-c2ccc(OCCCCCC)cc2)cs1)C(=O)NCC(=O)NC(CCC[NH3+])C(=O)NC(*)CC(=O)[O-])C(C)CC(=O)[O-]
OC(C)CCCC=CC(O)C=CCO,*OC(C)CCCC=CC(O)C=CC(*)O
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccc(OC)cc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(CSSC1(C(N)C(=O)N)CCCCC1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)[O-],*CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccc(OC)cc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(CSSC1(C(N)C(=O)N*)CCCCC1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)[O-]
NC(=O)C(CC(=O)[O-])NC(=O)C(CCCNC(=O)CCCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(CCCCNC(=O)c1cccc(O)c1O)CCCNC(=O)c1cccc(O)c1O)NC(=O)CNC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCCCCCCCC)C(C)OC(=O)C(CC(=O)c1ccccc1N)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)CCC(=O)[O-])C(C)CC(=O)[O-],*NC(=O)C(CC(=O)[O-])NC(=O)C(CCCNC(=O)CCCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(CCCCNC(=O)c1cccc(O)c1O)CCCNC(=O)c1cccc(O)c1O)NC(=O)CNC(=O)C(NC(=O)C(CC(=O)[O-])NC(=O)C(CC(N)=O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCCCCCCCC)C(C)OC(=O)C(CC(=O)c1ccccc1N)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)C(*)CC(=O)[O-])C(C)CC(=O)[O-]
CC(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CS)C(O)CC(C)C(=O)NCCCC,*CC(NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CS*)C(O)CC(C)C(=O)NCCCC
CCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccc2ccccc2c1)N)C(N)=O,*CCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccc2ccccc2c1)N*)C(N)=O
CCCCC(=O)NC(C(=O)NCC(O)CN(C1CCCC1)S(=O)(=O)c1ccc(N)cc1)C(C)C,*CCCCC(=O)NC(C(=O)NC(*)C(O)CN(C1CCCC1)S(=O)(=O)c1ccc(N)cc1)C(C)C
CCN(CC[NH2+])Cc1ccc(C[NH+]2CCC[NH2+]CCNCCCNCC2)c2ccccc12,*CCN(CC[NH2+]*)Cc1ccc(C[NH+]2CCC[NH2+]CCNCCCNCC2)c2ccccc12
CC(NC(=O)CCCC)C(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NCC(N)=O)CCc2cccc(Br)c2C1,*CC(NC(=O)CCCC)C(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(*)C(N)=O)CCc2cccc(Br)c2C1
C=CCC(OC(=O)C(COC)N(C)C)C(C)C(O)C(C)CCC(OC)C(C)=CCC(C)CC(C=CCCC(C)C(O)C(C)CCC(OC(=O)C(C)[NH+](C)C)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)OC,*C=CCC(OC(=O)C(COC)N(C)C)C(C)C(O)C(C)CCC(OC)C(C)=CCC(C)CC(C=CCC(*)C(C)C(O)C(C)CCC(OC(=O)C(C)[NH+](C)C)C(C)C(OC(C)=O)C(C)C=CN(C)C=O)OC
CCC(C)OC(=O)c1ccc(OCC)cc1OCC,*CCC(C)OC(=O)c1c(*)cc(OCC)cc1OCC
C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NCC(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCCCC(=O)[O-])C(C)O,*C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCC(=O)[O-])C(=O)NCC(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(*)CCC(=O)[O-])C(C)O
CCCCCCCC(CCCN)NS(=O)(=O)c1cccs1,*CCCCCCCC(CCCN*)NS(=O)(=O)c1cccs1
C=CC=CC=CC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CCC(O)C(O)CC(O)CC1(O)CC(O)C(C(=O)[O-])C(CCOC2OC(C)C(O)C([NH3+])C2O)O1,*C=CC=CC=CC=CC=CC(C)C(O)C(C)C(C)OC(=O)CC(O)CC(O)CCC(O)C(O)CC(O)CC1(O)CC(O)C(C(=O)[O-])C(CC(*)OC2OC(C)C(O)C([NH3+])C2O)O1
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C4CC4)cs3)nc3c(C)c(OC)ccc23)CN1C(=O)C[NH3+])C(=O)[N-]S(=O)(=O)C1CC1,*C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C4CC4)cs3)nc3c(C)c(OC)ccc23)CN1C(=O)C(*)[NH3+])C(=O)[N-]S(=O)(=O)C1CC1
CC(NC(=O)c1ccc(C#N)cc1)c1nc(-c2ccc(NC(=O)OC)cc2NC=O)c(Cl)[nH]1,*CC(NC(=O)c1ccc(C#N)cc1)c1nc(-c2ccc(NC(=O)OC)cc2NC(*)=O)c(Cl)[nH]1
C(=O)OC(C)CC(C)=CC=CC(=O)OC(C=C(C)C=CC=CCO)Cc1nccs1,*C(=O)OC(C)CC(C)=CC=CC(=O)OC(C=C(C)C=CC=CCO)Cc1nc(*)cs1
CCC=CC=CC(O)CC(O)CC1OC1C=CC(O)CC=CC=CC=O,*CCC=CC=CC(O)CC(O)CC1OC1C=CC(O)CC=CC=CC(*)=O
C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CC(C)(C)C)C(=O)NC(Cc1ccc(O)cc1)C=O)C(C)C,*C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CC(C)(C)C)C(=O)NC(Cc1ccc(O)cc1)C(*)=O)C(C)C
CCCC(OC(=O)C=C(C)CCCCCC(O)CC(O)CCCC(O)CCCC(O)CC(O)CC(O)CCCC(O)C)C(C)(C)C,*CCCC(OC(=O)C=C(C)CCCCCC(O)CC(O)CCCC(O)CCCC(O)CC(O)CC(O)CCCC(O)C*)C(C)(C)C
OC(C[NH+](C)C)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1OCC)C(C)CO,*OC(C[NH+](C)C)C(C)CN(C(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1OC(*)C)C(C)CO
COCC(C)(NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)N1CCCC1C(=O)N,*COCC(C)(NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)N1CCCC1C(=O)N*
CCC(C)C(OC(=O)CCCCCCCCC(=O)OC1C(C)CCCC2OC2CC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C1C)C(C)C(=O)C(C)(C)C(O)CC(=O)OC(C)C(C)=Cc1csc(C)n1,*CCC(C)C(OC(=O)CCCCCCCCC(=O)OC1C(C)CCCC2OC2CC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C1C)C(C)C(=O)C(C)(C)C(O)CC(=O)OC(C*)C(C)=Cc1csc(C)n1
CCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CN(CCCCCCNC(=O)N)C(=O)C([NH3+])CCCNC(N)=[NH2+],*CCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CN(CCCCCCNC(=O)N*)C(=O)C([NH3+])CCCNC(N)=[NH2+]
C(C)OC(=O)C(OC)C(NC(=O)C(Cc1c[nH]c2ccccc12)N(C)C(=O)C(C)NC(=O)CC)c1ccccc1,*C(C)OC(=O)C(OC)C(NC(=O)C(Cc1c[nH]c2ccccc12)N(C)C(=O)C(C)NC(=O)C(*)C)c1ccccc1
CCCCCC(=O)NC(Cc1csc2ccccc12)C(=O)NC(CCCCNC(C)=S)C(=O)NC(CCC)C(N)=O,*CCCCCC(=O)NC(Cc1csc2ccccc12)C(=O)NC(CCCCNC(C)=S)C(=O)NC(CCC*)C(N)=O
C=CC=CCC[NH+]1CCC2C3C=C(C)C[NH+](CC(O)C=CC=CCCCCCCC2C1)C3,*C=CC=CCC[NH+]1CCC2C3C=C(C*)C[NH+](CC(O)C=CC=CCCCCCCC2C1)C3
C(NC(=O)C(CC[NH3+])NC(=O)C(NC(=O)C(CC[NH3+])NC(=O)CCCCCCC)C(C)O)C(=O)NC(CC[NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(N)cc1)C(=O)NC(CC[NH3+])C(=O)NCC(C)O,*C(NC(=O)C(CC[NH3+])NC(=O)C(NC(=O)C(CC[NH3+])NC(=O)CCCCCCC)C(C)O)C(=O)NC(CC[NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(N)cc1)C(=O)NC(CC[NH3+])C(=O)NC(*)C(C)O
NC(C[S-])C(=O)NC(C)C(=O)NCC(=O)NC(CCCC[NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C=O,*NC(C[S-])C(=O)NC(C)C(=O)NCC(=O)NC(CCCC[NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(*)=O
C(=O)CC(C(=O)N1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1C=C)C1CCCCC1,*C(=O)CC(C(=O)N1CC(Oc2cc(-c3ccccc3)nc3cc(OC)cc(*)c23)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1C=C)C1CCCCC1
C(=O)OC(CC(C)C)C(=O)OC(CC=CC(=O)NCCc1ccccc1)C(C)C1OC1c1ccccc1,*C(=O)OC(CC(C)C)C(=O)OC(CC=CC(=O)NC(*)Cc1ccccc1)C(C)C1OC1c1ccccc1
C(NC(=O)OC1CCCC1)C(=O)N1CC(Oc2nc3cc(OC)ccc3nc2C(C)C)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1,*C(NC(=O)OC1CCCC1)C(=O)N1CC(Oc2nc3cc(OC)ccc3nc2C(C)C)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1*
CC1OC2(CCC(C)C(CC(C)n3cc(-c4ccccc4)nn3)O2)C(C)C(OC(=O)C=CC(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)(O)CO)C1C,*CC1OC2(CCC(C)C(CC(C)n3cc(-c4ccccc4)nn3)O2)C(C)C(OC(=O)C=CC(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)(O)C(*)O)C1C
CCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C,*CCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C*
CC(=O)NC(c1ccccc1)C(O)C(=O)OC1CC(O)(C(C)O)C(C)(C)C(C(O)C(=O)C2(C)CC3(OC(C)=O)COC3CC2O)=C1C,*CC(=O)NC(c1ccccc1)C(O)C(=O)OC1CC(O)(C(C)O*)C(C)(C)C(C(O)C(=O)C2(C)CC3(OC(C)=O)COC3CC2O)=C1C
C(=O)C(CCCNC(N)=[NH2+])NC(=O)CC1NC(=O)C(CNC(=O)CCC(=O)[O-])N(Cc2ccc(C[NH3+])cc2)C1=O,*C(=O)C(CCCNC(N)=[NH2+])NC(=O)CC1NC(=O)C(CNC(=O)C(*)CC(=O)[O-])N(Cc2ccc(C[NH3+])cc2)C1=O
c1ccc(O)c(-c2cc(CCC(=O)CO)ccc2O)c1,*c1ccc(O)c(-c2cc(CCC(=O)C(*)O)ccc2O)c1
CC(OC(=O)CC(O)C(C)(C)C(=O)C(C)CO)c1ccc2c(c1)nc(C)n2C,*CC(OC(=O)CC(O)C(C)(C)C(=O)C(C)C(*)O)c1ccc2c(c1)nc(C)n2C
C=CCCC1(O)C=C(c2nccc3c2[nH]c2c(O)cccc23)C2CC[NH+](C)CC23CC2CCC(=O)CCC[NH+]2C13,*C=CCCC1(O)C=C(c2nccc3c2[nH]c2c(O)cccc23)C2CC[NH+](C*)CC23CC2CCC(=O)CCC[NH+]2C13
CC(=O)c1c(C)c(OC)cc(O)c1CSCC([NH+]=C([S-])C)c1nc(NC(C)=O)no1,*CC(=O)c1c(C)c(OC)cc(O)c1CSCC([NH+]=C([S-])C*)c1nc(NC(C)=O)no1
COCCOCCOc1c2cccc1Cc1cccc(c1O)Cc1cccc(c1OC)Cc1cccc(c1O)C2,*COCCOCCOc1c2cccc1Cc1cccc(c1O)Cc1cccc(c1OC*)Cc1cccc(c1O)C2
C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(OC(=O)NCc2cn(Cc3ccccc3)nn2)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(C)O,*C(C)C(O)C(C)(O)C(CC)OC(=O)C(C)C(OC1CC(C)(OC)C(OC(=O)NCc2cn(Cc3ccccc3)nn2)C(C)O1)C(C)C(OC1OC(C)CC([NH+](C)C)C1O)C(*)(C)O
C(NC(=O)C(CO)NC(=O)C(NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C(CO)NC(=O)C(NC(=O)C([NH3+])Cc1ccc(-c2ccccc2)cc1)C(C)CC)C(C)CC)C(C)CC)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NCC(C)CC,*C(NC(=O)C(CO)NC(=O)C(NC(=O)C(NC(=O)C(CCC[NH3+])NC(=O)C(CO)NC(=O)C(NC(=O)C([NH3+])Cc1ccc(-c2ccccc2)cc1)C(C)CC)C(C)CC)C(C)CC)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(*)C(C)CC
C(=O)OC(C)C(NC(=O)Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C=O,*C(=O)OC(C)C(NC(=O)Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(*)=O
CC(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)N)C(C)CC)C(C)CC)C1CCCCC1,*CC(=O)NC(C(=O)NCC(=O)NCC(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(CCC[NH+]=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCC[NH+]=C(N)N)C(=O)N*)C(C)CC)C(C)CC)C1CCCCC1
Cn1nc(C(=O)NC(Cc2ccc(O)c(Cl)c2)C(=O)NC2(C#N)CC2)cc1C,*Cn1nc(C(=O)NC(Cc2ccc(O*)c(Cl)c2)C(=O)NC2(C#N)CC2)cc1C
CC(NC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-])C(=O)NC(C(=O)NC(CCc1ccc(O)cc1)C(=O)N(C)C(C)C(=O)NC(Cc1ccccc1)C=O)C(C)C,*CC(NC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-])C(=O)NC(C(=O)NC(CCc1ccc(O)cc1)C(=O)N(C)C(C)C(=O)NC(Cc1ccccc1)C(*)=O)C(C)C
CCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CNC(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(*)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
CC(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NCC(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)Cc2ccccc2C1,*CC(=O)NC1(C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(*)C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)Cc2ccccc2C1
CC(NC(=O)C1CCCN1C(=O)C(CCCC)NC(=O)C(CC1C=Nc2ccccc21)NC(=O)C(Cc1ccccc1)NC(=O)C1CSSCC(NC(=O)C[NH3+])C(=O)NCC(=O)NC(CO)C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(=O)NC(CC)C(=O)N1)C(=O)[O-],*CC(NC(=O)C1CCCN1C(=O)C(CCCC)NC(=O)C(CC1C=Nc2ccccc21)NC(=O)C(Cc1ccccc1)NC(=O)C1CSSCC(NC(=O)C[NH3+])C(=O)NC(*)C(=O)NC(CO)C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(=O)NC(CC)C(=O)N1)C(=O)[O-]
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3cc(OC)ccc23)CN1C=O)C(=O)[N-]S(=O)(=O)C1CC1,*C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3cc(OC)ccc23)CN1C(*)=O)C(=O)[N-]S(=O)(=O)C1CC1
CCCCC(CCCCC)OC1OC(C)C(O)C(O)C1OC1OC(C)C(OC2OC(C)C(OC3OC(C)C(OC(=O)C(C)C)C(OC(=O)C=Cc4ccccc4)C3O)C(OC3OC(C)C(O)C(O)C3O)C2OC(=O)CCCCCCCCC)CC1O,*CCCCC(CCCCC)OC1OC(C)C(O)C(O)C1OC1OC(C)C(OC2OC(C)C(OC3OC(C)C(OC(=O)C(C)C)C(OC(=O)C=Cc4ccccc4)C3O)C(OC3OC(C)C(O)C(O)C3O)C2OC(=O)CCCCCCCCC)C(*)C1O
CC=CCCC(=O)OCC1OC(OCCCCCCCC)C(OC)C(OC)C1,*CC=CCCC(=O)OCC1OC(OCCCCCCCC)C(OC)C(OC)C1*
C(C)C1N(CCCOc2cc(C(=O)Nc3c(Cl)cncc3Cl)ccc2OC)C(=O)OC1(C)C(CC)OC(=O)C(C)C(OC(=O)CN1CCOCC1)C(C)C(OC1OC(C)CC(N(C)C(=O)C[NH+](C)C)C1O)C(C)OC,*C(C)C1N(CCCOc2cc(C(=O)Nc3c(Cl)cncc3Cl)ccc2OC)C(=O)OC1(C)C(CC)OC(=O)C(C)C(OC(=O)CN1CCOCC1)C(C)C(OC1OC(C)CC(N(C)C(=O)C[NH+](C)C)C1O)C(*)(C)OC
Nc1c(C=NN2CCC([NH+](C)C3(C4CCN(c5c(F)cn6c(=O)c(C(=O)[O-])cc(C7CC7)c6c5C)C4)CC3)CC2)c(O)c2c3c(c(C)c(O)c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)CO)C3=O,*Nc1c(C=NN2CCC([NH+](C)C3(C4CCN(c5c(F)cn6c(=O)c(C(=O)[O-])cc(C7CC7)c6c5C)C4)CC3)CC2)c(O)c2c3c(c(C)c(O)c2c1O)OC(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(*)O)C3=O
c1ccc(CC(NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C2CC(n3cc(COc4ccc(CC(NC(=O)C(Cc5ccc6ccccc6c5)NC(=O)C5CCCN5C(=O)C(NC(=O)C(C)[NH2+]C)C(C)(C)C)NS(=O)(=O)C5CC5)cc4)nn3)CN2C(=O)C(NC(=O)C(C)[NH2+]C)C(C)(C)C)C(=O)[O-])cc1,*c1ccc(CC(NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C2CC(n3cc(COc4ccc(CC(NC(=O)C(Cc5ccc6ccccc6c5)NC(=O)C5CC(*)CN5C(=O)C(NC(=O)C(C)[NH2+]C)C(C)(C)C)NS(=O)(=O)C5CC5)cc4)nn3)CN2C(=O)C(NC(=O)C(C)[NH2+]C)C(C)(C)C)C(=O)[O-])cc1
CC(=O)OC(C=CCCSC(C)=O)CC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NCC(C)C)C(C)C,*CC(=O)OC(C=CCCSC(C)=O)CC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(*)C(C)C)C(C)C
CC1OC(c2cc(Cc3ccc(CC)cc3)c(Cl)cc2O)C(O)C(O)C1O,*CC1OC(c2cc(Cc3ccc(CC)cc3)c(Cl)cc2O*)C(O)C(O)C1O
C(=O)NC(CSSCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C=O)C(=O)[O-],*C(=O)NC(CSSCC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(*)=O)C(=O)[O-]
C=C(C)C(O)CC1CCC(C)(C(CC)OC(C)=O)OC(=O)C1=C,*C=C(C)C(O)CC1CCC(C)(C(CC*)OC(C)=O)OC(=O)C1=C
C(=O)N1CCCC1C(=O)NC(CC=CCC(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCC(=O)N1)C(=O)NCCCCC[NH3+])C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)[O-],*C(=O)N1CCCC1C(=O)NC(CC=CCC(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCC(=O)N1)C(=O)NC(*)CCCC[NH3+])C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)[O-]
