src,tgt
CCN(C(C)C)S(=O)(=O)[N-]C(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(C=O)=Cc1cc(OC)ccc1-3,*CCN(C(C)C)S(=O)(=O)[N-]C(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC(C(*)=O)=Cc1cc(OC)ccc1-3
C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCNC(=O)CNC(=O)CCCC(=O)NCC(=O)NCCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc2ccc3ccccc3c2)C(=O)NCC(=O)NC(Cc2ccc(O)cc2)C(=O)N1C)N(C)C(=O)CCc1ccc(O)cc1,*C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCCNC(=O)CNC(=O)CCCC(=O)NCC(=O)NCCCC1C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc2ccc3ccccc3c2)C(=O)NCC(=O)NC(Cc2ccc(O)cc2)C(=O)N1C)N(C)C(=O)C(*)Cc1ccc(O)cc1
NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccc2ccccc2c1)[NH2+]CC(CC(C)C)N,*NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccc2ccccc2c1)[NH2+]CC(CC(C)C)N*
CCc1cc2c(OC3CC(C(=O)NC4(C(=O)[N-]S(=O)(=O)C5CC5)CC4C=C)N(C(=O)C(N)C4CCCCC4)C3)cc(NC3CCCCC3)[nH+]c2cc1OC,*CCc1cc2c(OC3CC(C(=O)NC4(C(=O)[N-]S(=O)(=O)C5CC5)CC4C=C)N(C(=O)C(N*)C4CCCCC4)C3)cc(NC3CCCCC3)[nH+]c2cc1OC
CC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc1ccc(OCC)cc1)NC=O)C(C)CC)C(=O)N1Cc2ccccc2CC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O,*CC(NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc1ccc(OCC)cc1)NC(*)=O)C(C)CC)C(=O)N1Cc2ccccc2CC1C(=O)NC(CC(C)C)C(=O)NCC(N)=O
C(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C)(CCCC=CCCCC(C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCCC[NH3+])NC(=O)C1(C)CCCC=CCCCC(C)(NC(=O)C(CCCC[NH3+])NC(C)=O)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)N1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(N)=O,*C(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C)(CCCC=CCCCC(*)(C)NC(=O)C(CCCC[NH3+])NC(=O)C(CCCC[NH3+])NC(=O)C1(C)CCCC=CCCCC(C)(NC(=O)C(CCCC[NH3+])NC(C)=O)C(=O)NC(C)C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)N1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCC[NH3+])C(N)=O
NCCCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC=O,*NCCCCN(CC(N)=O)C(=O)C(CCC(C)C)NC(=O)C(C[NH3+])NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(*)=O
CCC[NH2+]CCN(CCNC)Cc1ccc(C[NH2+]Cc2ccccn2)cc1,*CCC[NH2+]CCN(CCNC*)Cc1ccc(C[NH2+]Cc2ccccn2)cc1
CC[n+]1ccc(NCCCCCNc2cc[n+]c3ccccc23)c2ccccc21,*CC[n+]1ccc(NCCCCCNc2cc[n+](*)c3ccccc23)c2ccccc21
CCN(CC[NH2+])Cc1ccc2cc(CN3CCC[NH2+]CCNCCC[NH2+]CC3)ccc2c1,*CCN(CC[NH2+]*)Cc1ccc2cc(CN3CCC[NH2+]CCNCCC[NH2+]CC3)ccc2c1
OC(C[NH+](C)Cc1ccccc1)C(C)CN(C(=O)c1cc(N(C)C)ccc1OCC)C(C)CO,*OC(C[NH+](C)Cc1ccccc1)C(C)CN(C(=O)c1cc(N(C)C)ccc1OC(*)C)C(C)CO
CCCCCCN(CCCCCCCCNC(=[NH2+])NCC=C)C(=O)NC=N,*CCCCCCN(CCCCCCCCNC(=[NH2+])NCC=C)C(=O)NC(*)=N
CCc1nnc(CCC(NC(=O)OC(C)(C)C)C(=O)NC(CC2CCCCC2)C(=O)NCC=O)o1,*CCc1nnc(CCC(NC(=O)OC(C)(C)C)C(=O)NC(CC2CCCCC2)C(=O)NC(*)C=O)o1
CCCc1ccc[n+](CCCCCCC=CCCCCCCc2ccc[n+](CC)c2)c1,*CCCc1ccc[n+](CCCCCCC=CCCCCCCc2ccc[n+](CC*)c2)c1
CCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC=O)C(N)=O,*CCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(*)=O)C(N)=O
CC(NC(=O)c1ccc2cc(OCCCCCCC)ccc2c1)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CC(C)C(O)C1C=O)C(O)CC(N)=O)C(O)C(O)c1ccc(O)c(OS(=O)(=O)[O-])c1)C(C)O,*CC(NC(=O)c1ccc2cc(OCCCCCCC)ccc2c1)C(=O)NC(C(=O)N1CC(O)CC1C(=O)NC(C(=O)NC(C(=O)N1CC(C)C(O)C1C(*)=O)C(O)CC(N)=O)C(O)C(O)c1ccc(O)c(OS(=O)(=O)[O-])c1)C(C)O
COc1ccc(OC)cc1NC(=O)Nc1cnc(C#N)c(OC)n1,*COc1ccc(OC)cc1NC(=O)Nc1cnc(C#N)c(OC*)n1
CCCCCNc1nc2c(c[nH+]1)c(-c1ccc(CN3CC[NH+](C)CC3)cc1)cn2CC,*CCCCCNc1nc2c(c[nH+]1)c(-c1ccc(CN3CC[NH+](C)CC3)cc1)cn2CC*
C=CC1CC(OC(=O)CCCC(=O)OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)CC1C(C=CC(=O)O)OC(=O)CCCC(=O)OCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,*C=CC1CC(OC(=O)CCCC(=O)OCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)CC1C(C=CC(=O)O*)OC(=O)CCCC(=O)OCCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
CC1CCC(C(C)C(=O)OC(C)CC2CCC(C(C)C(=O)OC(CC)CC3CCC(C(C)C(=O)OCC)O3)O2)O1,*CC1CCC(C(C)C(=O)OC(C)CC2CCC(C(C)C(=O)OC(CC)CC3CCC(C(C)C(=O)OC(*)C)O3)O2)O1
OC(C)C(NC(CS(=O)(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(C(=O)C1CCCN1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C=O)C(C)(C)C)C(C)(C)C)C(=O)N(C)C(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C=O)C(C)O,*OC(C)C(NC(CS(=O)(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(C(=O)C1CCCN1C(=O)NC(Cc1ccccc1)C(=O)NC(C)C=O)C(C)(C)C)C(C)(C)C)C(=O)N(C)C(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C(*)=O)C(C)O
CCN(CC[NH2+]C)Cc1ccc2ccc(CN3CCC[NH2+]CCNCCC[NH2+]CC3)cc2c1,*CCN(CC[NH2+]C*)Cc1ccc2ccc(CN3CCC[NH2+]CCNCCC[NH2+]CC3)cc2c1
C(=O)CCCC(=O)C(=O)OC(=O)C(=O)N1CCCCC1C(=O)OC(CCc1cccnc1)C(C)CCC(=O)CCC=C,*C(=O)CCCC(=O)C(=O)OC(=O)C(=O)N1CCCCC1C(=O)OC(CCc1cccnc1)C(C)CCC(=O)C(*)CC=C
C(=O)CC(NC(=O)C(CO)NC(=O)CC(C)CC)C1OC2OC(C)(C)OC2C1O,*C(=O)CC(NC(=O)C(CO)NC(=O)C(*)C(C)CC)C1OC2OC(C)(C)OC2C1O
C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cn1cc(CC(NC(=O)CCc2c[nH]c3ccccc23)C(=O)NC(CCSC)C(=O)[O-])nn1)NC(=O)C([NH3+])CCCC[NH3+],*C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cn1cc(CC(NC(=O)C(*)Cc2c[nH]c3ccccc23)C(=O)NC(CCSC)C(=O)[O-])nn1)NC(=O)C([NH3+])CCCC[NH3+]
C(=O)OC(CCCC(C)(Cl)Cl)C(C)C(=O)OC(c1nc(C(=O)OCCO)cs1)C(C)(C)O,*C(=O)OC(CCCC(C)(Cl)Cl)C(C)C(=O)OC(c1nc(C(=O)OCC(*)O)cs1)C(C)(C)O
OC(CC1OC(c2ccccc2)=NC1CCCC(C)C(O)C(C)C(=O)C(C)C)C(C)=Cc1csc(C)n1,*OC(CC1OC(c2ccccc2)=NC1CCCC(C)C(O)C(C)C(=O)C(*)(C)C)C(C)=Cc1csc(C)n1
NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)(NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCCC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)[O-])NC(C)=O)C(C)O)C(C)C)C(C)C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)(C(=O)NC(C(N)=O)C(C)CC)C(C)C,*NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)(NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C(CCCC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)[O-])NC(C)=O)C(C)O)C(C)C)C(C)C)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(*)C(=O)NC(CC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)(C(=O)NC(C(N)=O)C(C)CC)C(C)C
C=CCC(C=CCC)OC(=O)C=CC(C)=CC=CC(C)CC=CC(C)CO,*C=CCC(C=CCC)OC(=O)C=CC(C)=CC=CC(C)CC=CC(C)C(*)O
NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(=CC)C(=O)NC(CSC(C)CNC(=O)C(NC(=O)C1CSC(C)C(NC(=O)C2CSCC(NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])Cc3c[nH]c4ccccc34)C(=O)NC(C(=O)[O-])CCC(=O)NC(=C)C(=O)NC(=O)C(CC(C)C)N2)C(=O)N2CCCC2C(=O)NCC(=O)N1)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2C(=O)NC(CSC1C)C(=O)NC(=O)C(CC(N)=O)NC(C(=O)NC(CCCC[NH3+])C(=O)[O-])CSC2C,*NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(=CC)C(=O)NC(CSC(C)C(*)NC(=O)C(NC(=O)C1CSC(C)C(NC(=O)C2CSCC(NC(=O)C(CCCC[NH3+])NC(=O)C([NH3+])Cc3c[nH]c4ccccc34)C(=O)NC(C(=O)[O-])CCC(=O)NC(=C)C(=O)NC(=O)C(CC(C)C)N2)C(=O)N2CCCC2C(=O)NCC(=O)N1)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC2C(=O)NC(CSC1C)C(=O)NC(=O)C(CC(N)=O)NC(C(=O)NC(CCCC[NH3+])C(=O)[O-])CSC2C
NC(=O)C(Cc1ccc(F)cc1)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C[NH2+]CCS(=O)(=O)CC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1)C(C)O,*NC(=O)C(Cc1ccc(F)cc1)NC(=O)C(NC(=O)C(CCCC[NH3+])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(*)[NH2+]CCS(=O)(=O)CC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1)C(C)O
CCCCC(C)OC(=O)C1OC1C(=O)COC,*CCCCC(C)OC(=O)C1OC1C(=O)C(*)OC
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)CN1C(=O)C(C)CC(=O)N1CCCC(F)(F)C1)C(=O)[N-]S(=O)(=O)C1CC1,*C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)CN1C(=O)C(C*)CC(=O)N1CCCC(F)(F)C1)C(=O)[N-]S(=O)(=O)C1CC1
c1cc(OC)cc(O)c1C(=O)OC(C)C(C=CC(O)CO)CC,*c1cc(OC)cc(O)c1C(=O)OC(C)C(C=CC(O)C(*)O)CC
C=CCC(=O)NC(CCSC)C(=O)OCC(OC)C(C)C=CCOCc1ccccc1,*C=CCC(=O)NC(CCSC)C(=O)OCC(OC)C(C)C=CC(*)OCc1ccccc1
NCCC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,*NCCC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]cn1)NC(*)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O
[NH2+]CCNCc1ccc2nc3c(ccc4cc5cc(C[NH2+]CCNCC[NH2+]Cc6ccc7nc8c(ccc9cc%10ccccc%10nc98)cc7c6)ccc5nc43)cc2c1,*[NH2+]CCNCc1ccc2nc3c(ccc4cc5cc(C[NH2+]CCNCC[NH2+]Cc6ccc7nc8c(ccc9cc%10cc(*)ccc%10nc98)cc7c6)ccc5nc43)cc2c1
C=CC1(C)CCC=CC1C=C(C)C=CC(C)CC(C)C(O)C(C)NC(C)=O,*C=CC1(C)CCC=CC1C=C(C)C=CC(C)C(*)C(C)C(O)C(C)NC(C)=O
C(=O)N1CCCCC1C(=O)N(C)C(C(=O)NC(C(=O)N(C)C(CC=O)C(=O)N(C)C(C(=O)N(C)C(C(=O)NCC(=O)N(C)C(C(=O)NCCc1ccc(OC)cc1)C(C)C)C(C)CC)C(C)CC)C(C)C)C(C)C,*C(=O)N1CCCCC1C(=O)N(C)C(C(=O)NC(C(=O)N(C)C(CC=O)C(=O)N(C)C(C(=O)N(C)C(C(=O)NCC(=O)N(C)C(C(=O)NC(*)Cc1ccc(OC)cc1)C(C)C)C(C)CC)C(C)CC)C(C)C)C(C)C
CCCCNC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC)C=O)C(C)C,*CCCCNC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC)C(*)=O)C(C)C
CC([NH+]=C([O-])C(Cc1c[nH]c2ccccc12)[NH+]=C([O-])C(CCCNC(N)=[NH2+])[NH+]=C([O-])C(Cc1ccccc1)[NH+]=C([O-])C1CC(O)CN1C(=O)C(CC([O-])=[NH+])NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(N)=O,*CC([NH+]=C([O-])C(Cc1c[nH]c2ccccc12)[NH+]=C([O-])C(CCCNC(N)=[NH2+])[NH+]=C([O-])C(Cc1ccccc1)[NH+]=C([O-])C1CC(O)CN1C(=O)C(CC([O-])=[NH+]*)NC(=O)C(CCCNC(N)=[NH2+])NC(C)=O)C(N)=O
CCOc1cccc(-c2ccnc(Nc3ccc(S(=O)(=O)CC)cc3)n2)c1,*CCOc1cccc(-c2ccnc(Nc3ccc(S(=O)(=O)CC)c(*)c3)n2)c1
C(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(CCCC[NH3+])[NH2+]CCCC(C)C,*C(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(CCCC[NH3+])[NH2+]CC(*)CC(C)C
CC(C)OC(=O)C=CC(O)C1CC(OC(=O)c2ccc(N(CCCl)CCCl)cc2)CC1,*CC(C)OC(=O)C=CC(O)C1CC(OC(=O)c2ccc(N(CCCl)CCCl)cc2)CC1*
NCC(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NCC(=O)NC(C[S-])C=O,*NCC(=O)NC(C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NCC(=O)NC(C[S-])C(*)=O
C=CCCC1(O)C=C(c2nccc3c2[nH]c2ccccc23)C2CC[NH+]CC23CC(=O)N(CCCC=CC(=O)[O-])C13,*C=CCCC1(O)C=C(c2nccc3c2[nH]c2ccccc23)C2CC[NH+](*)CC23CC(=O)N(CCCC=CC(=O)[O-])C13
CNC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C([NH3+])C,*CNC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C([NH3+])C*
CCC(C)Oc1ccc(N(C)C)cc1C(=O)N(CC(C)CCN(C)S(=O)(=O)c1c(C)noc1C)C(C)CO,*CCC(C)Oc1ccc(N(C)C)cc1C(=O)N(CC(C)C(*)CN(C)S(=O)(=O)c1c(C)noc1C)C(C)CO
CCCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CC)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O,*CCCCCCCCCN(CC(N)=O)C(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C1CCCN1C(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)[O-])NC(=O)CN(CC*)C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21)C(C)O
CN(C)C(=O)N1CC(Oc2nc(-c3ccc(OC)cc3)nc3c(C)c(OC)ccc23)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1,*CN(C)C(=O)N1CC(Oc2nc(-c3ccc(OC)cc3)nc3c(C)c(OC)ccc23)CC1C(=O)NC1(C(=O)[N-]S(=O)(=O)C2CC2)CC1*
C(=O)C(NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCCCCCCC(C)C)C(O)C(N)=O)C(C)OC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(NC(=O)C(CO)NC(=O)CCC(=O)[O-])C(OC)C(=O)[O-])C(C)CC(=O)[O-])C(C)CC,*C(=O)C(NC(=O)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCCCCCCC(C)C)C(O)C(N)=O)C(C)OC(=O)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(NC(=O)C(CO)NC(=O)C(*)CC(=O)[O-])C(OC)C(=O)[O-])C(C)CC(=O)[O-])C(C)CC
C(C)=CC(CO)C(CC)OC(=O)CC(O)C(C)C(OC1OC(C)C(O)C([NH+](C)C)C1O)C(CCOc1ccc(OC(C)=O)cc1)CCC,*C(C)=CC(CO)C(CC)OC(=O)CC(O)C(C)C(OC1OC(C)C(O)C([NH+](C)C)C1O)C(CCOc1ccc(OC(C)=O)cc1)CC(*)C
C=CC(Cc1nc(C(=O)OC(CC=CC(O)C(C=CC=Cc2nc(C(=O)OCC(C)(C)C(O)C=CC)co2)OC)C(C)(C)C(O)C=CC)co1)OC,*C=CC(Cc1nc(C(=O)OC(CC=CC(O)C(C=CC=Cc2nc(C(=O)OC(*)C(C)(C)C(O)C=CC)co2)OC)C(C)(C)C(O)C=CC)co1)OC
C(=O)NC(CCCCCCC)CC(=O)NC(CO)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)CC(C(=O)N1CCCC1)C(C)CC)C(C)CC,*C(=O)NC(CCCCCCC)CC(=O)NC(CO)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)CC(C(=O)N1CCCC1*)C(C)CC)C(C)CC
CCCCc1cc(CC)c(C)[n+](C2=NCC=N2)c1C,*CCCCc1cc(CC*)c(C)[n+](C2=NCC=N2)c1C
OC(CC)C(C=C(C)C=CC(=O)C(C)CC(CC=CC(=O)[O-])C(OC1OC(C)C(O)C([NH+](C)C)C1O)CC)COC1OC(C)C(O)C(OC)C1OC,*OC(CC)C(C=C(C)C=CC(=O)C(C)CC(CC=CC(=O)[O-])C(OC1OC(C)C(O)C([NH+](C)C)C1O)C(*)C)COC1OC(C)C(O)C(OC)C1OC
CC(CC(O)C(C)C(O)CCC=CC=CC(CC)CCC1OC2(CCC(C)C(CC(C)O)O2)CCC1CCCO)OC,*CC(CC(O)C(C)C(O)CCC=CC=CC(CC)CCC1OC2(CCC(C)C(CC(C)O)O2)CC(*)C1CCCO)OC
C=C(C)CCC1(CC(=O)NC(C)c2nccs2)S(=O)SC(=O)C1(C)O,*C=C(C)CCC1(CC(=O)NC(C)c2nc(*)cs2)S(=O)SC(=O)C1(C)O
CCCCCCc1ccc[n+](CCCCCCCCCCCCCc2cccc[n+]2CC)c1,*CCCCCCc1ccc[n+](CCCCCCCCCCCCCc2cccc[n+]2CC*)c1
CCN(C)C(=O)NC(CCOc1cc(-c2nc(C(C)C)cs2)nc2c(Cl)c(OC)ccc12)C(=O)NC1(C(=O)[N-]S(=O)(=O)N2CCOCC2)CC1,*CCN(C)C(=O)NC(CCOc1cc(-c2nc(C(C)C)cs2)nc2c(Cl)c(OC)ccc12)C(=O)NC1(C(=O)[N-]S(=O)(=O)N2CCOCC2)CC1*
CCOc1cc(NC(=O)OCCN2CCOCC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,*CCOc1cc(NC(=O)OCCN2CCOCC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)c(*)n1
NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)NC(=O)C(NC(=O)C([NH3+])CSSCC(NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)N)C(C)O)C(=O)[O-])C(C)C,*NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(C)NC(=O)C(NC(=O)C([NH3+])CSSCC(NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)N*)C(C)O)C(=O)[O-])C(C)C
C=CC(C)C=C(C)C(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1cc2ccc(N(CC)CC)cc2oc1=O)C(C)C=CC=CC(CCC=CC)OC,*C=CC(C)C=C(C)C(=O)OC(C(C)=CC=C(C)CNC(=O)C(NC=O)OC(=O)Nc1cc2ccc(N(CC)CC)cc2oc1=O)C(C)C=CC=CC(CCC=C(*)C)OC
CN(C)CCCN(CCCNC(=O)CCc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(CCC(=O)NCCCN1CCCN(C)CCCCN(C)CCCN(C)C(CCCCCCCCCCCCC)CC1)=C5C)c(C)c4CC)C(C)=C3CC)CCCCCCCCCCCCCCCC,*CN(C)CCCN(CCCNC(=O)CCc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(CCC(=O)NCCCN1CCCN(C)CCCCN(C)CCCN(C)C(CCCCCCCCCCCCC)CC1)=C5C)c(C)c4CC)C(C)=C3CC)CCC(*)CCCCCCCCCCCCC
CC=CC(NC(=O)C(Cc1cccnc1)NC(=O)CCCCCCCCC)C(=O)NCC(C)C,*CC=CC(NC(=O)C(Cc1cccnc1)NC(=O)CCCCCCCCC)C(=O)NC(*)C(C)C
CC[NH2+]CCN(CC[NH2+])Cc1ccc(C[NH2+]Cc2ccccn2)cc1,*CC[NH2+]CCN(CC[NH2+]*)Cc1ccc(C[NH2+]Cc2ccccn2)cc1
CCCC(CCC(C)OC=O)=NOC(=O)COc1ccc(Br)cc1Cl,*CCCC(CCC(C)OC(*)=O)=NOC(=O)COc1ccc(Br)cc1Cl
